level,SP,MaxSPClass0,MaxSPClass1,MaxSPClass2
3707,8910,0,0,0
3708,8913,0,0,0
3709,8916,0,0,0
3710,8919,0,0,0
3711,8922,0,0,0
3712,8925,0,0,0
3713,8928,0,0,0
3714,8931,0,0,0
3715,8934,0,0,0
3716,8937,0,0,0
3717,8940,0,0,0
3718,8943,0,0,0
3719,8946,0,0,0
3720,8949,0,0,0
3721,8952,0,0,0
3722,8955,0,0,0
3723,8958,0,0,0
3724,8961,0,0,0
3725,8964,0,0,0
3726,8967,0,0,0
3727,8970,0,0,0
3728,8973,0,0,0
3729,8976,0,0,0
3730,8979,0,0,0
3731,8982,0,0,0
3732,8985,0,0,0
3733,8988,0,0,0
3734,8991,0,0,0
3735,8994,0,0,0
3736,8997,0,0,0
3737,9000,0,0,0
3738,9003,0,0,0
3739,9006,0,0,0
3740,9009,0,0,0
3741,9012,0,0,0
3742,9015,0,0,0
3743,9018,0,0,0
3744,9021,0,0,0
3745,9024,0,0,0
3746,9027,0,0,0
3747,9030,0,0,0
3748,9033,0,0,0
3749,9036,0,0,0
3750,9039,0,0,0
3751,9041,0,0,0
3752,9043,0,0,0
3753,9045,0,0,0
3754,9047,0,0,0
3755,9049,0,0,0
3756,9051,0,0,0
3757,9053,0,0,0
3758,9055,0,0,0
3759,9057,0,0,0
3760,9059,0,0,0
3761,9061,0,0,0
3762,9063,0,0,0
3763,9065,0,0,0
3764,9067,0,0,0
3765,9069,0,0,0
3766,9071,0,0,0
3767,9073,0,0,0
3768,9075,0,0,0
3769,9077,0,0,0
3770,9079,0,0,0
3771,9081,0,0,0
3772,9083,0,0,0
3773,9085,0,0,0
3774,9087,0,0,0
3775,9089,0,0,0
3776,9091,0,0,0
3777,9093,0,0,0
3778,9095,0,0,0
3779,9097,0,0,0
3780,9099,0,0,0
3781,9101,0,0,0
3782,9103,0,0,0
3783,9105,0,0,0
3784,9107,0,0,0
3785,9109,0,0,0
3786,9111,0,0,0
3787,9113,0,0,0
3788,9115,0,0,0
3789,9117,0,0,0
3790,9119,0,0,0
3791,9121,0,0,0
3792,9123,0,0,0
3793,9125,0,0,0
3794,9127,0,0,0
3795,9129,0,0,0
3796,9131,0,0,0
3797,9133,0,0,0
3798,9135,0,0,0
3799,9137,0,0,0
3800,9139,0,0,0
3801,9139,0,0,0
3802,9142,0,0,0
3803,9145,0,0,0
3804,9148,0,0,0
3805,9151,0,0,0
3806,9154,0,0,0
3807,9157,0,0,0
3808,9160,0,0,0
3809,9163,0,0,0
3810,9166,0,0,0
3811,9169,0,0,0
3812,9172,0,0,0
3813,9175,0,0,0
3814,9178,0,0,0
3815,9181,0,0,0
3816,9184,0,0,0
3817,9187,0,0,0
3818,9190,0,0,0
3819,9193,0,0,0
3820,9196,0,0,0
3821,9199,0,0,0
3822,9202,0,0,0
3823,9205,0,0,0
3824,9208,0,0,0
3825,9211,0,0,0
3826,9214,0,0,0
3827,9217,0,0,0
3828,9220,0,0,0
3829,9223,0,0,0
3830,9226,0,0,0
3831,9229,0,0,0
3832,9232,0,0,0
3833,9235,0,0,0
3834,9238,0,0,0
3835,9241,0,0,0
3836,9244,0,0,0
3837,9247,0,0,0
3838,9250,0,0,0
3839,9253,0,0,0
3840,9256,0,0,0
3841,9259,0,0,0
3842,9262,0,0,0
3843,9265,0,0,0
3844,9268,0,0,0
3845,9271,0,0,0
3846,9274,0,0,0
3847,9277,0,0,0
3848,9280,0,0,0
3849,9283,0,0,0
3850,9286,0,0,0
3851,9288,0,0,0
3852,9290,0,0,0
3853,9292,0,0,0
3854,9294,0,0,0
3855,9296,0,0,0
3856,9298,0,0,0
3857,9300,0,0,0
3858,9302,0,0,0
3859,9304,0,0,0
3860,9306,0,0,0
3861,9308,0,0,0
3862,9310,0,0,0
3863,9312,0,0,0
3864,9314,0,0,0
3865,9316,0,0,0
3866,9318,0,0,0
3867,9320,0,0,0
3868,9322,0,0,0
3869,9324,0,0,0
3870,9326,0,0,0
3871,9328,0,0,0
3872,9330,0,0,0
3873,9332,0,0,0
3874,9334,0,0,0
3875,9336,0,0,0
3876,9338,0,0,0
3877,9340,0,0,0
3878,9342,0,0,0
3879,9344,0,0,0
3880,9346,0,0,0
3881,9348,0,0,0
3882,9350,0,0,0
3883,9352,0,0,0
3884,9354,0,0,0
3885,9356,0,0,0
3886,9358,0,0,0
3887,9360,0,0,0
3888,9362,0,0,0
3889,9364,0,0,0
3890,9366,0,0,0
3891,9368,0,0,0
3892,9370,0,0,0
3893,9372,0,0,0
3894,9374,0,0,0
3895,9376,0,0,0
3896,9378,0,0,0
3897,9380,0,0,0
3898,9382,0,0,0
3899,9384,0,0,0
3900,9386,0,0,0
3901,9386,0,0,0
3902,9389,0,0,0
3903,9392,0,0,0
3904,9395,0,0,0
3905,9398,0,0,0
3906,9401,0,0,0
3907,9404,0,0,0
3908,9407,0,0,0
3909,9410,0,0,0
3910,9413,0,0,0
3911,9416,0,0,0
3912,9419,0,0,0
3913,9422,0,0,0
3914,9425,0,0,0
3915,9428,0,0,0
3916,9431,0,0,0
3917,9434,0,0,0
3918,9437,0,0,0
3919,9440,0,0,0
3920,9443,0,0,0
3921,9446,0,0,0
3922,9449,0,0,0
3923,9452,0,0,0
3924,9455,0,0,0
3925,9458,0,0,0
3926,9461,0,0,0
3927,9464,0,0,0
3928,9467,0,0,0
3929,9470,0,0,0
3930,9473,0,0,0
3931,9476,0,0,0
3932,9479,0,0,0
3933,9482,0,0,0
3934,9485,0,0,0
3935,9488,0,0,0
3936,9491,0,0,0
3937,9494,0,0,0
3938,9497,0,0,0
3939,9500,0,0,0
3940,9503,0,0,0
3941,9506,0,0,0
3942,9509,0,0,0
3943,9512,0,0,0
3944,9515,0,0,0
3945,9518,0,0,0
3946,9521,0,0,0
3947,9524,0,0,0
3948,9527,0,0,0
3949,9530,0,0,0
3950,9533,0,0,0
3951,9535,0,0,0
3952,9537,0,0,0
3953,9539,0,0,0
3954,9541,0,0,0
3955,9543,0,0,0
3956,9545,0,0,0
3957,9547,0,0,0
3958,9549,0,0,0
3959,9551,0,0,0
3960,9553,0,0,0
3961,9555,0,0,0
3962,9557,0,0,0
3963,9559,0,0,0
3964,9561,0,0,0
3965,9563,0,0,0
3966,9565,0,0,0
3967,9567,0,0,0
3968,9569,0,0,0
3969,9571,0,0,0
3970,9573,0,0,0
3971,9575,0,0,0
3972,9577,0,0,0
3973,9579,0,0,0
3974,9581,0,0,0
3975,9583,0,0,0
3976,9585,0,0,0
3977,9587,0,0,0
3978,9589,0,0,0
3979,9591,0,0,0
3980,9593,0,0,0
3981,9595,0,0,0
3982,9597,0,0,0
3983,9599,0,0,0
3984,9601,0,0,0
3985,9603,0,0,0
3986,9605,0,0,0
3987,9607,0,0,0
3988,9609,0,0,0
3989,9611,0,0,0
3990,9613,0,0,0
3991,9615,0,0,0
3992,9617,0,0,0
3993,9619,0,0,0
3994,9621,0,0,0
3995,9623,0,0,0
3996,9625,0,0,0
3997,9627,0,0,0
3998,9629,0,0,0
3999,9631,0,0,0
4000,9633,0,0,0
4001,9633,0,0,0
4002,9636,0,0,0
4003,9639,0,0,0
4004,9642,0,0,0
4005,9645,0,0,0
4006,9648,0,0,0
4007,9651,0,0,0
4008,9654,0,0,0
4009,9657,0,0,0
4010,9660,0,0,0
4011,9663,0,0,0
4012,9666,0,0,0
4013,9669,0,0,0
4014,9672,0,0,0
4015,9675,0,0,0
4016,9678,0,0,0
4017,9681,0,0,0
4018,9684,0,0,0
4019,9687,0,0,0
4020,9690,0,0,0
4021,9693,0,0,0
4022,9696,0,0,0
4023,9699,0,0,0
4024,9702,0,0,0
4025,9705,0,0,0
4026,9708,0,0,0
4027,9711,0,0,0
4028,9714,0,0,0
4029,9717,0,0,0
4030,9720,0,0,0
4031,9723,0,0,0
4032,9726,0,0,0
4033,9729,0,0,0
4034,9732,0,0,0
4035,9735,0,0,0
4036,9738,0,0,0
4037,9741,0,0,0
4038,9744,0,0,0
4039,9747,0,0,0
4040,9750,0,0,0
4041,9753,0,0,0
4042,9756,0,0,0
4043,9759,0,0,0
4044,9762,0,0,0
4045,9765,0,0,0
4046,9768,0,0,0
4047,9771,0,0,0
4048,9774,0,0,0
4049,9777,0,0,0
4050,9780,0,0,0
4051,9782,0,0,0
4052,9784,0,0,0
4053,9786,0,0,0
4054,9788,0,0,0
4055,9790,0,0,0
4056,9792,0,0,0
4057,9794,0,0,0
4058,9796,0,0,0
4059,9798,0,0,0
4060,9800,0,0,0
4061,9802,0,0,0
4062,9804,0,0,0
4063,9806,0,0,0
4064,9808,0,0,0
4065,9810,0,0,0
4066,9812,0,0,0
4067,9814,0,0,0
4068,9816,0,0,0
4069,9818,0,0,0
4070,9820,0,0,0
4071,9822,0,0,0
4072,9824,0,0,0
4073,9826,0,0,0
4074,9828,0,0,0
4075,9830,0,0,0
4076,9832,0,0,0
4077,9834,0,0,0
4078,9836,0,0,0
4079,9838,0,0,0
4080,9840,0,0,0
4081,9842,0,0,0
4082,9844,0,0,0
4083,9846,0,0,0
4084,9848,0,0,0
4085,9850,0,0,0
4086,9852,0,0,0
4087,9854,0,0,0
4088,9856,0,0,0
4089,9858,0,0,0
4090,9860,0,0,0
4091,9862,0,0,0
4092,9864,0,0,0
4093,9866,0,0,0
4094,9868,0,0,0
4095,9870,0,0,0
4096,9872,0,0,0
4097,9874,0,0,0
4098,9876,0,0,0
4099,9878,0,0,0
4100,9880,0,0,0
4101,9880,0,0,0
4102,9883,0,0,0
4103,9886,0,0,0
4104,9889,0,0,0
4105,9892,0,0,0
4106,9895,0,0,0
4107,9898,0,0,0
4108,9901,0,0,0
4109,9904,0,0,0
4110,9907,0,0,0
4111,9910,0,0,0
4112,9913,0,0,0
4113,9916,0,0,0
4114,9919,0,0,0
4115,9922,0,0,0
4116,9925,0,0,0
4117,9928,0,0,0
4118,9931,0,0,0
4119,9934,0,0,0
4120,9937,0,0,0
4121,9940,0,0,0
4122,9943,0,0,0
4123,9946,0,0,0
4124,9949,0,0,0
4125,9952,0,0,0
4126,9955,0,0,0
4127,9958,0,0,0
4128,9961,0,0,0
4129,9964,0,0,0
4130,9967,0,0,0
4131,9970,0,0,0
4132,9973,0,0,0
4133,9976,0,0,0
4134,9979,0,0,0
4135,9982,0,0,0
4136,9985,0,0,0
4137,9988,0,0,0
4138,9991,0,0,0
4139,9994,0,0,0
4140,9997,0,0,0
4141,10000,0,0,0
4142,10003,0,0,0
4143,10006,0,0,0
4144,10009,0,0,0
4145,10012,0,0,0
4146,10015,0,0,0
4147,10018,0,0,0
4148,10021,0,0,0
4149,10024,0,0,0
4150,10027,0,0,0
4151,10029,0,0,0
4152,10031,0,0,0
4153,10033,0,0,0
4154,10035,0,0,0
4155,10037,0,0,0
4156,10039,0,0,0
4157,10041,0,0,0
4158,10043,0,0,0
4159,10045,0,0,0
4160,10047,0,0,0
4161,10049,0,0,0
4162,10051,0,0,0
4163,10053,0,0,0
4164,10055,0,0,0
4165,10057,0,0,0
4166,10059,0,0,0
4167,10061,0,0,0
4168,10063,0,0,0
4169,10065,0,0,0
4170,10067,0,0,0
4171,10069,0,0,0
4172,10071,0,0,0
4173,10073,0,0,0
4174,10075,0,0,0
4175,10077,0,0,0
4176,10079,0,0,0
4177,10081,0,0,0
4178,10083,0,0,0
4179,10085,0,0,0
4180,10087,0,0,0
4181,10089,0,0,0
4182,10091,0,0,0
4183,10093,0,0,0
4184,10095,0,0,0
4185,10097,0,0,0
4186,10099,0,0,0
4187,10101,0,0,0
4188,10103,0,0,0
4189,10105,0,0,0
4190,10107,0,0,0
4191,10109,0,0,0
4192,10111,0,0,0
4193,10113,0,0,0
4194,10115,0,0,0
4195,10117,0,0,0
4196,10119,0,0,0
4197,10121,0,0,0
4198,10123,0,0,0
4199,10125,0,0,0
4200,10127,0,0,0
4201,10127,0,0,0
4202,10130,0,0,0
4203,10133,0,0,0
4204,10136,0,0,0
4205,10139,0,0,0
4206,10142,0,0,0
4207,10145,0,0,0
4208,10148,0,0,0
4209,10151,0,0,0
4210,10154,0,0,0
4211,10157,0,0,0
4212,10160,0,0,0
4213,10163,0,0,0
4214,10166,0,0,0
4215,10169,0,0,0
4216,10172,0,0,0
4217,10175,0,0,0
4218,10178,0,0,0
4219,10181,0,0,0
4220,10184,0,0,0
4221,10187,0,0,0
4222,10190,0,0,0
4223,10193,0,0,0
4224,10196,0,0,0
4225,10199,0,0,0
4226,10202,0,0,0
4227,10205,0,0,0
4228,10208,0,0,0
4229,10211,0,0,0
4230,10214,0,0,0
4231,10217,0,0,0
4232,10220,0,0,0
4233,10223,0,0,0
4234,10226,0,0,0
4235,10229,0,0,0
4236,10232,0,0,0
4237,10235,0,0,0
4238,10238,0,0,0
4239,10241,0,0,0
4240,10244,0,0,0
4241,10247,0,0,0
4242,10250,0,0,0
4243,10253,0,0,0
4244,10256,0,0,0
4245,10259,0,0,0
4246,10262,0,0,0
4247,10265,0,0,0
4248,10268,0,0,0
4249,10271,0,0,0
4250,10274,0,0,0
4251,10276,0,0,0
4252,10278,0,0,0
4253,10280,0,0,0
4254,10282,0,0,0
4255,10284,0,0,0
4256,10286,0,0,0
4257,10288,0,0,0
4258,10290,0,0,0
4259,10292,0,0,0
4260,10294,0,0,0
4261,10296,0,0,0
4262,10298,0,0,0
4263,10300,0,0,0
4264,10302,0,0,0
4265,10304,0,0,0
4266,10306,0,0,0
4267,10308,0,0,0
4268,10310,0,0,0
4269,10312,0,0,0
4270,10314,0,0,0
4271,10316,0,0,0
4272,10318,0,0,0
4273,10320,0,0,0
4274,10322,0,0,0
4275,10324,0,0,0
4276,10326,0,0,0
4277,10328,0,0,0
4278,10330,0,0,0
4279,10332,0,0,0
4280,10334,0,0,0
4281,10336,0,0,0
4282,10338,0,0,0
4283,10340,0,0,0
4284,10342,0,0,0
4285,10344,0,0,0
4286,10346,0,0,0
4287,10348,0,0,0
4288,10350,0,0,0
4289,10352,0,0,0
4290,10354,0,0,0
4291,10356,0,0,0
4292,10358,0,0,0
4293,10360,0,0,0
4294,10362,0,0,0
4295,10364,0,0,0
4296,10366,0,0,0
4297,10368,0,0,0
4298,10370,0,0,0
4299,10372,0,0,0
4300,10374,0,0,0
4301,10374,0,0,0
4302,10377,0,0,0
4303,10380,0,0,0
4304,10383,0,0,0
4305,10386,0,0,0
4306,10389,0,0,0
4307,10392,0,0,0
4308,10395,0,0,0
4309,10398,0,0,0
4310,10401,0,0,0
4311,10404,0,0,0
4312,10407,0,0,0
4313,10410,0,0,0
4314,10413,0,0,0
4315,10416,0,0,0
4316,10419,0,0,0
4317,10422,0,0,0
4318,10425,0,0,0
4319,10428,0,0,0
4320,10431,0,0,0
4321,10434,0,0,0
4322,10437,0,0,0
4323,10440,0,0,0
4324,10443,0,0,0
4325,10446,0,0,0
4326,10449,0,0,0
4327,10452,0,0,0
4328,10455,0,0,0
4329,10458,0,0,0
4330,10461,0,0,0
4331,10464,0,0,0
4332,10467,0,0,0
4333,10470,0,0,0
4334,10473,0,0,0
4335,10476,0,0,0
4336,10479,0,0,0
4337,10482,0,0,0
4338,10485,0,0,0
4339,10488,0,0,0
4340,10491,0,0,0
4341,10494,0,0,0
4342,10497,0,0,0
4343,10500,0,0,0
4344,10503,0,0,0
4345,10506,0,0,0
4346,10509,0,0,0
4347,10512,0,0,0
4348,10515,0,0,0
4349,10518,0,0,0
4350,10521,0,0,0
4351,10523,0,0,0
4352,10525,0,0,0
4353,10527,0,0,0
4354,10529,0,0,0
4355,10531,0,0,0
4356,10533,0,0,0
4357,10535,0,0,0
4358,10537,0,0,0
4359,10539,0,0,0
4360,10541,0,0,0
4361,10543,0,0,0
4362,10545,0,0,0
4363,10547,0,0,0
4364,10549,0,0,0
4365,10551,0,0,0
4366,10553,0,0,0
4367,10555,0,0,0
4368,10557,0,0,0
4369,10559,0,0,0
4370,10561,0,0,0
4371,10563,0,0,0
4372,10565,0,0,0
4373,10567,0,0,0
4374,10569,0,0,0
4375,10571,0,0,0
4376,10573,0,0,0
4377,10575,0,0,0
4378,10577,0,0,0
4379,10579,0,0,0
4380,10581,0,0,0
4381,10583,0,0,0
4382,10585,0,0,0
4383,10587,0,0,0
4384,10589,0,0,0
4385,10591,0,0,0
4386,10593,0,0,0
4387,10595,0,0,0
4388,10597,0,0,0
4389,10599,0,0,0
4390,10601,0,0,0
4391,10603,0,0,0
4392,10605,0,0,0
4393,10607,0,0,0
4394,10609,0,0,0
4395,10611,0,0,0
4396,10613,0,0,0
4397,10615,0,0,0
4398,10617,0,0,0
4399,10619,0,0,0
4400,10621,0,0,0
4401,10621,0,0,0
4402,10624,0,0,0
4403,10627,0,0,0
4404,10630,0,0,0
4405,10633,0,0,0
4406,10636,0,0,0
4407,10639,0,0,0
4408,10642,0,0,0
4409,10645,0,0,0
4410,10648,0,0,0
4411,10651,0,0,0
4412,10654,0,0,0
4413,10657,0,0,0
4414,10660,0,0,0
4415,10663,0,0,0
4416,10666,0,0,0
4417,10669,0,0,0
4418,10672,0,0,0
4419,10675,0,0,0
4420,10678,0,0,0
4421,10681,0,0,0
4422,10684,0,0,0
4423,10687,0,0,0
4424,10690,0,0,0
4425,10693,0,0,0
4426,10696,0,0,0
4427,10699,0,0,0
4428,10702,0,0,0
4429,10705,0,0,0
4430,10708,0,0,0
4431,10711,0,0,0
4432,10714,0,0,0
4433,10717,0,0,0
4434,10720,0,0,0
4435,10723,0,0,0
4436,10726,0,0,0
4437,10729,0,0,0
4438,10732,0,0,0
4439,10735,0,0,0
4440,10738,0,0,0
4441,10741,0,0,0
4442,10744,0,0,0
4443,10747,0,0,0
4444,10750,0,0,0
4445,10753,0,0,0
4446,10756,0,0,0
4447,10759,0,0,0
4448,10762,0,0,0
4449,10765,0,0,0
4450,10768,0,0,0
4451,10770,0,0,0
4452,10772,0,0,0
4453,10774,0,0,0
4454,10776,0,0,0
4455,10778,0,0,0
4456,10780,0,0,0
4457,10782,0,0,0
4458,10784,0,0,0
4459,10786,0,0,0
4460,10788,0,0,0
4461,10790,0,0,0
4462,10792,0,0,0
4463,10794,0,0,0
4464,10796,0,0,0
4465,10798,0,0,0
4466,10800,0,0,0
4467,10802,0,0,0
4468,10804,0,0,0
4469,10806,0,0,0
4470,10808,0,0,0
4471,10810,0,0,0
4472,10812,0,0,0
4473,10814,0,0,0
4474,10816,0,0,0
4475,10818,0,0,0
4476,10820,0,0,0
4477,10822,0,0,0
4478,10824,0,0,0
4479,10826,0,0,0
4480,10828,0,0,0
4481,10830,0,0,0
4482,10832,0,0,0
4483,10834,0,0,0
4484,10836,0,0,0
4485,10838,0,0,0
4486,10840,0,0,0
4487,10842,0,0,0
4488,10844,0,0,0
4489,10846,0,0,0
4490,10848,0,0,0
4491,10850,0,0,0
4492,10852,0,0,0
4493,10854,0,0,0
4494,10856,0,0,0
4495,10858,0,0,0
4496,10860,0,0,0
4497,10862,0,0,0
4498,10864,0,0,0
4499,10866,0,0,0
4500,10868,0,0,0
4501,10868,0,0,0
4502,10871,0,0,0
4503,10874,0,0,0
4504,10877,0,0,0
4505,10880,0,0,0
4506,10883,0,0,0
4507,10886,0,0,0
4508,10889,0,0,0
4509,10892,0,0,0
4510,10895,0,0,0
4511,10898,0,0,0
4512,10901,0,0,0
4513,10904,0,0,0
4514,10907,0,0,0
4515,10910,0,0,0
4516,10913,0,0,0
4517,10916,0,0,0
4518,10919,0,0,0
4519,10922,0,0,0
4520,10925,0,0,0
4521,10928,0,0,0
4522,10931,0,0,0
4523,10934,0,0,0
4524,10937,0,0,0
4525,10940,0,0,0
4526,10943,0,0,0
4527,10946,0,0,0
4528,10949,0,0,0
4529,10952,0,0,0
4530,10955,0,0,0
4531,10958,0,0,0
4532,10961,0,0,0
4533,10964,0,0,0
4534,10967,0,0,0
4535,10970,0,0,0
4536,10973,0,0,0
4537,10976,0,0,0
4538,10979,0,0,0
4539,10982,0,0,0
4540,10985,0,0,0
4541,10988,0,0,0
4542,10991,0,0,0
4543,10994,0,0,0
4544,10997,0,0,0
4545,11000,0,0,0
4546,11003,0,0,0
4547,11006,0,0,0
4548,11009,0,0,0
4549,11012,0,0,0
4550,11015,0,0,0
4551,11017,0,0,0
4552,11019,0,0,0
4553,11021,0,0,0
4554,11023,0,0,0
4555,11025,0,0,0
4556,11027,0,0,0
4557,11029,0,0,0
4558,11031,0,0,0
4559,11033,0,0,0
4560,11035,0,0,0
4561,11037,0,0,0
4562,11039,0,0,0
4563,11041,0,0,0
4564,11043,0,0,0
4565,11045,0,0,0
4566,11047,0,0,0
4567,11049,0,0,0
4568,11051,0,0,0
4569,11053,0,0,0
4570,11055,0,0,0
4571,11057,0,0,0
4572,11059,0,0,0
4573,11061,0,0,0
4574,11063,0,0,0
4575,11065,0,0,0
4576,11067,0,0,0
4577,11069,0,0,0
4578,11071,0,0,0
4579,11073,0,0,0
4580,11075,0,0,0
4581,11077,0,0,0
4582,11079,0,0,0
4583,11081,0,0,0
4584,11083,0,0,0
4585,11085,0,0,0
4586,11087,0,0,0
4587,11089,0,0,0
4588,11091,0,0,0
4589,11093,0,0,0
4590,11095,0,0,0
4591,11097,0,0,0
4592,11099,0,0,0
4593,11101,0,0,0
4594,11103,0,0,0
4595,11105,0,0,0
4596,11107,0,0,0
4597,11109,0,0,0
4598,11111,0,0,0
4599,11113,0,0,0
4600,11115,0,0,0
4601,11115,0,0,0
4602,11118,0,0,0
4603,11121,0,0,0
4604,11124,0,0,0
4605,11127,0,0,0
4606,11130,0,0,0
4607,11133,0,0,0
4608,11136,0,0,0
4609,11139,0,0,0
4610,11142,0,0,0
4611,11145,0,0,0
4612,11148,0,0,0
4613,11151,0,0,0
4614,11154,0,0,0
4615,11157,0,0,0
4616,11160,0,0,0
4617,11163,0,0,0
4618,11166,0,0,0
4619,11169,0,0,0
4620,11172,0,0,0
4621,11175,0,0,0
4622,11178,0,0,0
4623,11181,0,0,0
4624,11184,0,0,0
4625,11187,0,0,0
4626,11190,0,0,0
4627,11193,0,0,0
4628,11196,0,0,0
4629,11199,0,0,0
4630,11202,0,0,0
4631,11205,0,0,0
4632,11208,0,0,0
4633,11211,0,0,0
4634,11214,0,0,0
4635,11217,0,0,0
4636,11220,0,0,0
4637,11223,0,0,0
4638,11226,0,0,0
4639,11229,0,0,0
4640,11232,0,0,0
4641,11235,0,0,0
4642,11238,0,0,0
4643,11241,0,0,0
4644,11244,0,0,0
4645,11247,0,0,0
4646,11250,0,0,0
4647,11253,0,0,0
4648,11256,0,0,0
4649,11259,0,0,0
4650,11262,0,0,0
4651,11264,0,0,0
4652,11266,0,0,0
4653,11268,0,0,0
4654,11270,0,0,0
4655,11272,0,0,0
4656,11274,0,0,0
4657,11276,0,0,0
4658,11278,0,0,0
4659,11280,0,0,0
4660,11282,0,0,0
4661,11284,0,0,0
4662,11286,0,0,0
4663,11288,0,0,0
4664,11290,0,0,0
4665,11292,0,0,0
4666,11294,0,0,0
4667,11296,0,0,0
4668,11298,0,0,0
4669,11300,0,0,0
4670,11302,0,0,0
4671,11304,0,0,0
4672,11306,0,0,0
4673,11308,0,0,0
4674,11310,0,0,0
4675,11312,0,0,0
4676,11314,0,0,0
4677,11316,0,0,0
4678,11318,0,0,0
4679,11320,0,0,0
4680,11322,0,0,0
4681,11324,0,0,0
4682,11326,0,0,0
4683,11328,0,0,0
4684,11330,0,0,0
4685,11332,0,0,0
4686,11334,0,0,0
4687,11336,0,0,0
4688,11338,0,0,0
4689,11340,0,0,0
4690,11342,0,0,0
4691,11344,0,0,0
4692,11346,0,0,0
4693,11348,0,0,0
4694,11350,0,0,0
4695,11352,0,0,0
4696,11354,0,0,0
4697,11356,0,0,0
4698,11358,0,0,0
4699,11360,0,0,0
4700,11362,0,0,0
4701,11362,0,0,0
4702,11365,0,0,0
4703,11368,0,0,0
4704,11371,0,0,0
4705,11374,0,0,0
4706,11377,0,0,0
4707,11380,0,0,0
4708,11383,0,0,0
4709,11386,0,0,0
4710,11389,0,0,0
4711,11392,0,0,0
4712,11395,0,0,0
4713,11398,0,0,0
4714,11401,0,0,0
4715,11404,0,0,0
4716,11407,0,0,0
4717,11410,0,0,0
4718,11413,0,0,0
4719,11416,0,0,0
4720,11419,0,0,0
4721,11422,0,0,0
4722,11425,0,0,0
4723,11428,0,0,0
4724,11431,0,0,0
4725,11434,0,0,0
4726,11437,0,0,0
4727,11440,0,0,0
4728,11443,0,0,0
4729,11446,0,0,0
4730,11449,0,0,0
4731,11452,0,0,0
4732,11455,0,0,0
4733,11458,0,0,0
4734,11461,0,0,0
4735,11464,0,0,0
4736,11467,0,0,0
4737,11470,0,0,0
4738,11473,0,0,0
4739,11476,0,0,0
4740,11479,0,0,0
4741,11482,0,0,0
4742,11485,0,0,0
4743,11488,0,0,0
4744,11491,0,0,0
4745,11494,0,0,0
4746,11497,0,0,0
4747,11500,0,0,0
4748,11503,0,0,0
4749,11506,0,0,0
4750,11509,0,0,0
4751,11511,0,0,0
4752,11513,0,0,0
4753,11515,0,0,0
4754,11517,0,0,0
4755,11519,0,0,0
4756,11521,0,0,0
4757,11523,0,0,0
4758,11525,0,0,0
4759,11527,0,0,0
4760,11529,0,0,0
4761,11531,0,0,0
4762,11533,0,0,0
4763,11535,0,0,0
4764,11537,0,0,0
4765,11539,0,0,0
4766,11541,0,0,0
4767,11543,0,0,0
4768,11545,0,0,0
4769,11547,0,0,0
4770,11549,0,0,0
4771,11551,0,0,0
4772,11553,0,0,0
4773,11555,0,0,0
4774,11557,0,0,0
4775,11559,0,0,0
4776,11561,0,0,0
4777,11563,0,0,0
4778,11565,0,0,0
4779,11567,0,0,0
4780,11569,0,0,0
4781,11571,0,0,0
4782,11573,0,0,0
4783,11575,0,0,0
4784,11577,0,0,0
4785,11579,0,0,0
4786,11581,0,0,0
4787,11583,0,0,0
4788,11585,0,0,0
4789,11587,0,0,0
4790,11589,0,0,0
4791,11591,0,0,0
4792,11593,0,0,0
4793,11595,0,0,0
4794,11597,0,0,0
4795,11599,0,0,0
4796,11601,0,0,0
4797,11603,0,0,0
4798,11605,0,0,0
4799,11607,0,0,0
4800,11609,0,0,0
4801,11609,0,0,0
4802,11612,0,0,0
4803,11615,0,0,0
4804,11618,0,0,0
4805,11621,0,0,0
4806,11624,0,0,0
4807,11627,0,0,0
4808,11630,0,0,0
4809,11633,0,0,0
4810,11636,0,0,0
4811,11639,0,0,0
4812,11642,0,0,0
4813,11645,0,0,0
4814,11648,0,0,0
4815,11651,0,0,0
4816,11654,0,0,0
4817,11657,0,0,0
4818,11660,0,0,0
4819,11663,0,0,0
4820,11666,0,0,0
4821,11669,0,0,0
4822,11672,0,0,0
4823,11675,0,0,0
4824,11678,0,0,0
4825,11681,0,0,0
4826,11684,0,0,0
4827,11687,0,0,0
4828,11690,0,0,0
4829,11693,0,0,0
4830,11696,0,0,0
4831,11699,0,0,0
4832,11702,0,0,0
4833,11705,0,0,0
4834,11708,0,0,0
4835,11711,0,0,0
4836,11714,0,0,0
4837,11717,0,0,0
4838,11720,0,0,0
4839,11723,0,0,0
4840,11726,0,0,0
4841,11729,0,0,0
4842,11732,0,0,0
4843,11735,0,0,0
4844,11738,0,0,0
4845,11741,0,0,0
4846,11744,0,0,0
4847,11747,0,0,0
4848,11750,0,0,0
4849,11753,0,0,0
4850,11756,0,0,0
4851,11758,0,0,0
4852,11760,0,0,0
4853,11762,0,0,0
4854,11764,0,0,0
4855,11766,0,0,0
4856,11768,0,0,0
4857,11770,0,0,0
4858,11772,0,0,0
4859,11774,0,0,0
4860,11776,0,0,0
4861,11778,0,0,0
4862,11780,0,0,0
4863,11782,0,0,0
4864,11784,0,0,0
4865,11786,0,0,0
4866,11788,0,0,0
4867,11790,0,0,0
4868,11792,0,0,0
4869,11794,0,0,0
4870,11796,0,0,0
